"CenterLat","CenterLong","richness"
41.75,34.25,122
41.75,34.75,129
41.75,35.25,127
41.75,35.75,127
41.75,36.25,118
41.75,36.75,29
41.75,37.25,24
41.75,37.75,1
41.75,38.25,1
41.75,38.75,1
41.75,39.25,1
41.75,39.75,1
41.75,40.25,1
41.75,40.75,1
41.75,41.25,33
41.75,41.75,103
42.25,-14.25,39
42.25,-13.75,39
42.25,-13.25,39
42.25,-12.75,39
42.25,-12.25,39
42.25,-11.75,38
42.25,-11.25,38
42.25,-10.75,38
42.25,-10.25,37
42.25,-9.75,38
42.25,-9.25,461
42.25,-8.75,647
42.25,3.25,484
42.25,3.75,155
42.25,4.25,16
42.25,4.75,16
42.25,5.25,16
42.25,5.75,16
42.25,6.25,16
42.25,6.75,16
42.25,7.25,16
42.25,7.75,16
42.25,8.25,17
42.25,8.75,449
42.25,9.25,268
42.25,9.75,467
42.25,10.25,484
42.25,10.75,492
42.25,11.25,511
42.25,11.75,464
42.25,12.25,163
42.25,14.25,446
42.25,14.75,468
42.25,15.25,467
42.25,15.75,473
42.25,16.25,481
42.25,16.75,212
42.25,17.25,69
42.25,17.75,16
42.25,18.25,406
42.25,18.75,424
42.25,19.25,361
42.25,27.25,31
42.25,27.75,127
42.25,28.25,130
42.25,28.75,3
42.25,29.25,2
42.25,29.75,2
42.25,30.25,2
42.25,30.75,2
42.25,31.25,2
42.25,31.75,2
42.25,32.25,2
42.25,32.75,2
42.25,33.25,133
42.25,33.75,134
42.25,34.25,130
42.25,34.75,130
42.25,35.25,129
42.25,35.75,2
42.25,36.25,1
42.25,36.75,1
42.25,37.25,1
42.25,37.75,1
42.25,38.25,1
42.25,38.75,1
42.25,39.25,1
42.25,39.75,1
42.25,40.25,1
42.25,40.75,1
42.25,41.25,26
42.25,41.75,104
42.75,-14.25,39
42.75,-13.75,39
42.75,-13.25,39
42.75,-12.75,39
42.75,-12.25,40
42.75,-11.75,38
42.75,-11.25,38
42.75,-10.75,38
42.75,-10.25,37
42.75,-9.75,62
42.75,-9.25,642
42.75,-8.75,277
42.75,3.25,484
42.75,3.75,224
42.75,4.25,210
42.75,4.75,158
42.75,5.25,21
42.75,5.75,21
42.75,6.25,212
42.75,6.75,17
42.75,7.25,16
42.75,7.75,16
42.75,8.25,15
42.75,8.75,465
42.75,9.25,459
42.75,9.75,464
42.75,10.25,493
42.75,10.75,513
42.75,11.25,457
42.75,13.75,378
42.75,14.25,467
42.75,14.75,233
42.75,15.25,394
42.75,15.75,421
42.75,16.25,336
42.75,16.75,423
42.75,17.25,254
42.75,17.75,426
42.75,18.25,424
42.75,18.75,83
42.75,27.75,127
42.75,28.25,83
42.75,28.75,25
42.75,29.25,2
42.75,29.75,2
42.75,30.25,2
42.75,30.75,2
42.75,31.25,2
42.75,31.75,2
42.75,32.25,2
42.75,32.75,2
42.75,33.25,2
42.75,33.75,2
42.75,34.25,2
42.75,34.75,2
42.75,35.25,2
42.75,35.75,2
42.75,36.25,1
42.75,36.75,1
42.75,37.25,1
42.75,37.75,1
42.75,38.25,1
42.75,38.75,1
42.75,39.25,1
42.75,39.75,1
42.75,40.25,20
42.75,40.75,58
42.75,41.25,103
42.75,41.75,93
43.25,-14.25,36
43.25,-13.75,36
43.25,-13.25,36
43.25,-12.75,36
43.25,-12.25,37
43.25,-11.75,37
43.25,-11.25,36
43.25,-10.75,36
43.25,-10.25,36
43.25,-9.75,78
43.25,-9.25,643
43.25,-8.75,631
43.25,-8.25,617
43.25,-4.75,640
43.25,-4.25,636
43.25,-3.75,378
43.25,-3.25,630
43.25,-2.75,637
43.25,-2.25,669
43.25,-1.75,674
43.25,3.25,430
43.25,3.75,427
43.25,4.25,342
43.25,4.75,421
43.25,5.25,460
43.25,5.75,463
43.25,6.25,471
43.25,6.75,470
43.25,7.25,17
43.25,7.75,14
43.25,8.25,14
43.25,8.75,14
43.25,9.25,467
43.25,9.75,448
43.25,10.25,478
43.25,10.75,455
43.25,13.75,438
43.25,14.25,310
43.25,14.75,225
43.25,15.25,395
43.25,15.75,469
43.25,16.25,263
43.25,16.75,276
43.25,17.25,364
43.25,17.75,358
43.25,27.75,107
43.25,28.25,122
43.25,28.75,135
43.25,29.25,29
43.25,29.75,2
43.25,30.25,2
43.25,30.75,2
43.25,31.25,2
43.25,31.75,2
43.25,32.25,2
43.25,32.75,2
43.25,33.25,2
43.25,33.75,2
43.25,34.25,2
43.25,34.75,2
43.25,35.25,2
43.25,35.75,2
43.25,36.25,1
43.25,36.75,1
43.25,37.25,1
43.25,37.75,1
43.25,38.25,1
43.25,38.75,1
43.25,39.25,1
43.25,39.75,109
43.25,40.25,107
43.25,40.75,106
43.25,41.25,38
43.75,-14.25,36
43.75,-13.75,36
43.75,-13.25,36
43.75,-12.75,36
43.75,-12.25,36
43.75,-11.75,36
43.75,-11.25,36
43.75,-10.75,36
43.75,-10.25,36
43.75,-9.75,36
43.75,-9.25,110
43.75,-8.75,230
43.75,-8.25,637
43.75,-7.75,638
43.75,-7.25,623
43.75,-6.75,628
43.75,-6.25,637
43.75,-5.75,630
43.75,-5.25,638
43.75,-4.75,630
43.75,-4.25,356
43.75,-3.75,645
43.75,-3.25,636
43.75,-2.75,558
43.75,-2.25,238
43.75,-1.75,655
43.75,-1.25,651
43.75,3.75,421
43.75,4.25,415
43.75,6.75,469
43.75,7.25,466
43.75,7.75,465
43.75,8.25,464
43.75,8.75,15
43.75,9.25,24
43.75,9.75,321
43.75,10.25,486
43.75,12.75,351
43.75,13.25,523
43.75,13.75,550
43.75,14.25,271
43.75,14.75,408
43.75,15.25,322
43.75,15.75,388
43.75,16.25,233
43.75,16.75,61
43.75,28.75,128
43.75,29.25,56
43.75,29.75,135
43.75,30.25,58
43.75,30.75,2
43.75,31.25,2
43.75,31.75,2
43.75,32.25,2
43.75,32.75,2
43.75,33.25,2
43.75,33.75,2
43.75,34.25,2
43.75,34.75,2
43.75,35.25,2
43.75,35.75,2
43.75,36.25,1
43.75,36.75,1
43.75,37.25,1
43.75,37.75,1
43.75,38.25,1
43.75,38.75,1
43.75,39.25,113
43.75,39.75,110
44.25,-14.25,34
44.25,-13.75,34
44.25,-13.25,34
44.25,-12.75,34
44.25,-12.25,34
44.25,-11.75,34
44.25,-11.25,34
44.25,-10.75,34
44.25,-10.25,34
44.25,-9.75,34
44.25,-9.25,35
44.25,-8.75,44
44.25,-8.25,100
44.25,-7.75,209
44.25,-7.25,257
44.25,-6.75,124
44.25,-6.25,36
44.25,-5.75,37
44.25,-5.25,43
44.25,-4.75,44
44.25,-4.25,37
44.25,-3.75,36
44.25,-3.25,37
44.25,-2.75,40
44.25,-2.25,85
44.25,-1.75,286
44.25,-1.25,643
44.25,8.25,463
44.25,8.75,458
44.25,9.25,474
44.25,9.75,480
44.25,10.25,480
44.25,12.25,412
44.25,12.75,459
44.25,13.25,441
44.25,13.75,265
44.25,14.25,427
44.25,14.75,123
44.25,15.25,473
44.25,15.75,74
44.25,28.75,92
44.25,29.25,46
44.25,29.75,54
44.25,30.25,45
44.25,30.75,38
44.25,31.25,19
44.25,31.75,1
44.25,32.25,1
44.25,32.75,1
44.25,33.25,65
44.25,33.75,135
44.25,34.25,133
44.25,34.75,1
44.25,35.25,1
44.25,35.75,1
44.25,37.25,1
44.25,37.75,1
44.25,38.25,115
44.25,38.75,115
44.25,39.25,116
44.75,-14.25,34
44.75,-13.75,34
44.75,-13.25,34
44.75,-12.75,34
44.75,-12.25,34
44.75,-11.75,34
44.75,-11.25,34
44.75,-10.75,34
44.75,-10.25,34
44.75,-9.75,34
44.75,-9.25,34
44.75,-8.75,34
44.75,-8.25,34
44.75,-7.75,34
44.75,-7.25,34
44.75,-6.75,35
44.75,-6.25,35
44.75,-5.75,36
44.75,-5.25,36
44.75,-4.75,36
44.75,-4.25,36
44.75,-3.75,36
44.75,-3.25,37
44.75,-2.75,40
44.75,-2.25,402
44.75,-1.75,369
44.75,-1.25,636
44.75,12.25,391
44.75,12.75,380
44.75,13.25,263
44.75,13.75,548
44.75,14.25,81
44.75,14.75,568
44.75,15.25,82
44.75,28.75,107
44.75,29.25,53
44.75,29.75,69
44.75,30.25,48
44.75,30.75,55
44.75,31.25,44
44.75,31.75,32
44.75,32.25,35
44.75,32.75,34
44.75,33.25,130
44.75,33.75,125
44.75,34.25,120
44.75,34.75,121
44.75,35.25,120
44.75,35.75,114
44.75,36.25,107
44.75,36.75,105
44.75,37.25,111
44.75,37.75,110
44.75,38.25,112
45.25,-14.25,30
45.25,-13.75,29
45.25,-13.25,29
45.25,-12.75,29
45.25,-12.25,29
45.25,-11.75,29
45.25,-11.25,29
45.25,-10.75,29
45.25,-10.25,29
45.25,-9.75,29
45.25,-9.25,29
45.25,-8.75,29
45.25,-8.25,29
45.25,-7.75,29
45.25,-7.25,29
45.25,-6.75,31
45.25,-6.25,31
45.25,-5.75,31
45.25,-5.25,31
45.25,-4.75,31
45.25,-4.25,31
45.25,-3.75,32
45.25,-3.25,285
45.25,-2.75,604
45.25,-2.25,616
45.25,-1.75,323
45.25,-1.25,603
45.25,-0.75,573
45.25,12.25,463
45.25,12.75,445
45.25,13.25,428
45.25,13.75,516
45.25,14.25,431
45.25,14.75,519
45.25,29.25,33
45.25,29.75,37
45.25,30.25,58
45.25,30.75,50
45.25,31.25,49
45.25,31.75,47
45.25,32.25,49
45.25,32.75,125
45.25,33.25,120
45.25,33.75,120
45.25,35.25,96
45.25,35.75,93
45.25,36.25,95
45.25,36.75,103
45.25,37.25,106
45.25,37.75,58
45.75,-14.25,30
45.75,-13.75,29
45.75,-13.25,29
45.75,-12.75,29
45.75,-12.25,29
45.75,-11.75,29
45.75,-11.25,29
45.75,-10.75,29
45.75,-10.25,29
45.75,-9.75,29
45.75,-9.25,29
45.75,-8.75,29
45.75,-8.25,29
45.75,-7.75,29
45.75,-7.25,29
45.75,-6.75,31
45.75,-6.25,31
45.75,-5.75,31
45.75,-5.25,31
45.75,-4.75,31
45.75,-4.25,31
45.75,-3.75,578
45.75,-3.25,596
45.75,-2.75,282
45.75,-2.25,313
45.75,-1.75,377
45.75,-1.25,440
45.75,-0.75,278
45.75,12.25,98
45.75,12.75,473
45.75,13.25,504
45.75,13.75,308
45.75,29.75,80
45.75,30.25,74
45.75,30.75,51
45.75,31.25,58
45.75,31.75,60
45.75,32.25,63
45.75,32.75,94
45.75,33.25,119
45.75,33.75,115
45.75,34.75,103
45.75,35.25,97
45.75,35.75,101
45.75,36.25,96
45.75,36.75,86
45.75,37.25,41
45.75,37.75,96
46.25,-14.25,29
46.25,-13.75,29
46.25,-13.25,29
46.25,-12.75,29
46.25,-12.25,29
46.25,-11.75,29
46.25,-11.25,29
46.25,-10.75,29
46.25,-10.25,29
46.25,-9.75,29
46.25,-9.25,29
46.25,-8.75,29
46.25,-8.25,29
46.25,-7.75,29
46.25,-7.25,29
46.25,-6.75,29
46.25,-6.25,29
46.25,-5.75,29
46.25,-5.25,29
46.25,-4.75,286
46.25,-4.25,323
46.25,-3.75,617
46.25,-3.25,267
46.25,-2.75,323
46.25,-2.25,353
46.25,-1.75,576
46.25,-1.25,566
46.25,30.25,85
46.25,30.75,82
46.25,31.25,56
46.25,31.75,85
46.25,32.25,83
46.25,32.75,70
46.25,33.25,76
46.25,33.75,111
46.25,34.75,98
46.25,35.25,102
46.25,35.75,113
46.25,36.25,65
46.25,36.75,48
46.25,37.25,42
46.25,37.75,99
46.25,38.25,97
46.25,38.75,99
46.75,-14.25,29
46.75,-13.75,29
46.75,-13.25,29
46.75,-12.75,29
46.75,-12.25,29
46.75,-11.75,29
46.75,-11.25,29
46.75,-10.75,29
46.75,-10.25,29
46.75,-9.75,29
46.75,-9.25,29
46.75,-8.75,29
46.75,-8.25,29
46.75,-7.75,29
46.75,-7.25,29
46.75,-6.75,29
46.75,-6.25,29
46.75,-5.75,30
46.75,-5.25,182
46.75,-4.75,404
46.75,-4.25,262
46.75,-3.75,242
46.75,-3.25,289
46.75,-2.75,347
46.75,-2.25,605
46.75,-1.75,547
46.75,30.75,82
46.75,31.25,89
46.75,31.75,86
46.75,32.25,88
46.75,35.25,39
46.75,35.75,114
46.75,36.25,100
46.75,36.75,100
46.75,37.25,102
46.75,37.75,65
46.75,38.25,27
46.75,38.75,91
47.25,-14.25,26
47.25,-13.75,26
47.25,-13.25,26
47.25,-12.75,26
47.25,-12.25,26
47.25,-11.75,26
47.25,-11.25,26
47.25,-10.75,26
47.25,-10.25,26
47.25,-9.75,26
47.25,-9.25,26
47.25,-8.75,26
47.25,-8.25,26
47.25,-7.75,26
47.25,-7.25,26
47.25,-6.75,26
47.25,-6.25,203
47.25,-5.75,209
47.25,-5.25,251
47.25,-4.75,230
47.25,-4.25,236
47.25,-3.75,227
47.25,-3.25,614
47.25,-2.75,612
47.25,-2.25,532
47.25,-1.75,376
47.25,37.25,45
47.25,37.75,39
47.25,38.25,55
47.25,38.75,96
47.25,39.25,91
47.75,-14.25,26
47.75,-13.75,26
47.75,-13.25,26
47.75,-12.75,26
47.75,-12.25,26
47.75,-11.75,26
47.75,-11.25,26
47.75,-10.75,26
47.75,-10.25,26
47.75,-9.75,26
47.75,-9.25,26
47.75,-8.75,26
47.75,-8.25,32
47.75,-7.75,113
47.75,-7.25,283
47.75,-6.75,197
47.75,-6.25,241
47.75,-5.75,208
47.75,-5.25,303
47.75,-4.75,571
47.75,-4.25,595
47.75,-3.75,607
47.75,-3.25,613
47.75,-2.75,622
47.75,-2.25,271
48.25,-14.25,25
48.25,-13.75,25
48.25,-13.25,25
48.25,-12.75,25
48.25,-12.25,25
48.25,-11.75,25
48.25,-11.25,25
48.25,-10.75,25
48.25,-10.25,25
48.25,-9.75,86
48.25,-9.25,192
48.25,-8.75,171
48.25,-8.25,182
48.25,-7.75,192
48.25,-7.25,234
48.25,-6.75,382
48.25,-6.25,312
48.25,-5.75,294
48.25,-5.25,615
48.25,-4.75,593
48.25,-4.25,623
48.75,-14.25,25
48.75,-13.75,25
48.75,-13.25,25
48.75,-12.75,25
48.75,-12.25,25
48.75,-11.75,25
48.75,-11.25,25
48.75,-10.75,187
48.75,-10.25,200
48.75,-9.75,165
48.75,-9.25,228
48.75,-8.75,260
48.75,-8.25,286
48.75,-7.75,242
48.75,-7.25,244
48.75,-6.75,231
48.75,-6.25,232
48.75,-5.75,253
48.75,-5.25,519
48.75,-4.75,606
48.75,-4.25,604
48.75,-3.75,577
48.75,-3.25,494
48.75,-2.75,624
48.75,-2.25,561
48.75,-1.75,597
48.75,-1.25,538
